"","publisher","date","type","XY","wqual","qual","freq"
"333","Algemeen Dagblad","5-2-2021","SF","?realitySF?_PVV",0,0,1
"334","Algemeen Dagblad","5-2-2021","SF","?realitySF?_PvdD",1,1,1
"335","Algemeen Dagblad","5-2-2021","SF","?realitySF?_VVD",0,0,3
"336","Algemeen Dagblad","5-2-2021","SP","society_VVD",0,0,1
"337","Algemeen Dagblad","5-3-2021","IP","party_SocZek",-2,-0.5,4
"338","Algemeen Dagblad","5-3-2021","IP","party_coronabestrijding",-1,-0.333333333333333,3
"339","Algemeen Dagblad","5-3-2021","IP","party_infrastructuur",4,1,4
"340","Algemeen Dagblad","5-3-2021","REA","?realityUD?_begrotingssaldo",1,1,1
"341","Algemeen Dagblad","5-3-2021","REA","?realityUD?_campagne",1,1,1
"342","Algemeen Dagblad","5-3-2021","REA","?realityUD?_ondernemingsklimaat",2,1,2
"343","Algemeen Dagblad","5-3-2021","SF","?realitySF?_CDA",-1,-1,1
"344","Algemeen Dagblad","5-3-2021","SF","?realitySF?_D66",0,0,4
"345","Algemeen Dagblad","5-3-2021","SF","?realitySF?_PVV",-1,-1,1
"346","Algemeen Dagblad","5-3-2021","SF","?realitySF?_PvdD",-1,-1,1
"347","Algemeen Dagblad","5-3-2021","SP","society_D66",0,0,2
"348","Algemeen Dagblad","6-2-2021","IP","party_coronabestrijding",0,0,4
"349","Algemeen Dagblad","6-2-2021","MP","media_CDA",-2,-1,2
"350","Algemeen Dagblad","6-2-2021","MP","media_VVD",0,0,2
"351","Algemeen Dagblad","6-2-2021","REA","?realityUD?_coronabestrijding",0,0,4
"352","Algemeen Dagblad","6-2-2021","REA","?realityUD?_coronaverspreiding",2,0.5,4
"353","Algemeen Dagblad","6-2-2021","REA","?realityUD?_geZorg",2,1,2
"354","Algemeen Dagblad","6-2-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"355","Algemeen Dagblad","6-2-2021","SF","?realitySF?_CDA",0,0,2
"356","Algemeen Dagblad","6-2-2021","SF","?realitySF?_CU",0,0,2
"357","Algemeen Dagblad","6-3-2021","IP","party_OenW",1,1,1
"358","Algemeen Dagblad","6-3-2021","IP","party_SocZek",-2,-1,2
"359","Algemeen Dagblad","6-3-2021","IP","party_geZorg",1,1,1
"360","Algemeen Dagblad","6-3-2021","IP","party_infrastructuur",-3,-0.6,5
"361","Algemeen Dagblad","6-3-2021","IP","party_ondernemingsklimaat",0,0,2
"362","Algemeen Dagblad","6-3-2021","IP","party_vrijheidsrechten",1,1,1
"363","Algemeen Dagblad","6-3-2021","MP","media_CDA",-5,-1,5
"364","Algemeen Dagblad","6-3-2021","MP","media_CU",1,1,1
"365","Algemeen Dagblad","6-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"366","Algemeen Dagblad","6-3-2021","REA","?realityUD?_vrijheidsrechten",-2,-1,2
"367","Algemeen Dagblad","6-3-2021","SF","?realitySF?_CDA",0,0,2
"368","Algemeen Dagblad","6-3-2021","SP","society_D66",-1,-1,1
"369","Algemeen Dagblad","8-2-2021","IP","party_SocZek",-2,-1,2
"370","Algemeen Dagblad","8-2-2021","IP","party_coronabestrijding",-2,-1,2
"371","Algemeen Dagblad","8-2-2021","IP","party_infrastructuur",2,1,2
"372","Algemeen Dagblad","8-2-2021","REA","?realityUD?_geZorg",0,0,2
"373","Algemeen Dagblad","8-2-2021","REA","?realityUD?_woning",-2,-1,2
"374","Algemeen Dagblad","8-2-2021","SF","?realitySF?_PvdA",0,0,2
"375","Algemeen Dagblad","8-3-2021","IP","party_normenWaarden",-2,-0.5,4
"376","Algemeen Dagblad","8-3-2021","MP","media_DENK",-1,-1,1
"377","Algemeen Dagblad","8-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"378","Algemeen Dagblad","8-3-2021","SF","?realitySF?_CU",0,0,1
"379","Algemeen Dagblad","8-3-2021","SF","?realitySF?_FvD",0,0,1
"380","Algemeen Dagblad","8-3-2021","SF","?realitySF?_JA21",0,0,1
"381","Algemeen Dagblad","9-2-2021","IP","party_coronabestrijding",2,1,2
"382","Algemeen Dagblad","9-2-2021","MP","media_CDA",2,1,2
"383","Algemeen Dagblad","9-2-2021","MP","media_VVD",2,1,2
"384","Algemeen Dagblad","9-2-2021","REA","?realityUD?_coronabestrijding",0,0,4
"385","Algemeen Dagblad","9-2-2021","REA","?realityUD?_integratie",0,0,2
"386","Algemeen Dagblad","9-2-2021","REA","?realityUD?_klimaatMilieu",-2,-1,2
"387","Algemeen Dagblad","9-2-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"388","Algemeen Dagblad","9-2-2021","SF","?realitySF?_CDA",0,0,2
"389","Algemeen Dagblad","9-2-2021","SF","?realitySF?_CU",0,0,2
"390","Algemeen Dagblad","9-2-2021","SF","?realitySF?_D66",0,0,2
"391","Algemeen Dagblad","9-2-2021","SF","?realitySF?_VVD",0,0,4
"392","Algemeen Dagblad","9-2-2021","SP","society_VVD",0,0,2
"393","Algemeen Dagblad","9-3-2021","IP","party_OenW",-1,-1,1
"394","Algemeen Dagblad","9-3-2021","IP","party_SocZek",-1,-1,1
"395","Algemeen Dagblad","9-3-2021","IP","party_campagne",0,0,1
"396","Algemeen Dagblad","9-3-2021","IP","party_coronabestrijding",-1,-1,1
"397","Algemeen Dagblad","9-3-2021","IP","party_coronaverspreiding",0,0,1
"398","Algemeen Dagblad","9-3-2021","IP","party_geZorg",-1,-1,1
"399","Algemeen Dagblad","9-3-2021","IP","party_klimaatMilieu",2,0.25,8
"400","Algemeen Dagblad","9-3-2021","IP","party_ondernemingsklimaat",1,0.1,10
"401","Algemeen Dagblad","9-3-2021","REA","?realityUD?_coronabestrijding",0,0,6
"402","Algemeen Dagblad","9-3-2021","REA","?realityUD?_geZorg",1,1,1
"403","De Telegraaf","1-2-2021","MP","media_CDA",1,1,1
"404","De Telegraaf","1-2-2021","REA","?realityUD?_belastHeffing",1,1,1
"405","De Telegraaf","1-2-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"406","De Telegraaf","1-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,2
"407","De Telegraaf","1-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"408","De Telegraaf","1-2-2021","SF","?realitySF?_CDA",-1,-0.5,2
"409","De Telegraaf","1-3-2021","CP","politics_VVD",-2,-1,2
"410","De Telegraaf","1-3-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"411","De Telegraaf","1-3-2021","SF","?realitySF?_CDA",0,0,1
"412","De Telegraaf","1-3-2021","SF","?realitySF?_D66",0,0,1
"413","De Telegraaf","1-3-2021","SF","?realitySF?_GroenLinks",0,0,1
"414","De Telegraaf","1-3-2021","SF","?realitySF?_PVV",0,0,2
"415","De Telegraaf","1-3-2021","SF","?realitySF?_SP",0,0,1
"416","De Telegraaf","1-3-2021","SF","?realitySF?_VVD",-1,-0.5,2
"417","De Telegraaf","10-2-2021","IP","party_belastHeffing",1,1,1
"418","De Telegraaf","10-2-2021","IP","party_bestrijdingCrim",2,1,2
"419","De Telegraaf","10-2-2021","IP","party_coronabestrijding",-1,-0.5,2
"420","De Telegraaf","10-2-2021","IP","party_klimaatMilieu",-2,-1,2
"421","De Telegraaf","10-2-2021","IP","party_vrijheidsrechten",-2,-1,2
"422","De Telegraaf","10-2-2021","MP","media_PvdA",-1,-1,1
"423","De Telegraaf","10-2-2021","REA","?realityUD?_coronabestrijding",1,1,1
"424","De Telegraaf","10-2-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"425","De Telegraaf","10-2-2021","REA","?realityUD?_vrijheidsrechten",-3,-1,3
"426","De Telegraaf","10-2-2021","SF","?realitySF?_CDA",0,0,1
"427","De Telegraaf","10-2-2021","SF","?realitySF?_FvD",-1,-1,1
"428","De Telegraaf","10-2-2021","SF","?realitySF?_JA21",0,0,1
"429","De Telegraaf","10-2-2021","SF","?realitySF?_PvdA",-1,-0.5,2
"430","De Telegraaf","10-3-2021","IP","party_campagne",2,1,2
"431","De Telegraaf","10-3-2021","IP","party_coronabestrijding",1,1,1
"432","De Telegraaf","10-3-2021","IP","party_infrastructuur",-4,-1,4
"433","De Telegraaf","10-3-2021","IP","party_klimaatMilieu",2,0.5,4
"434","De Telegraaf","10-3-2021","MP","media_50Plus",-1,-1,1
"435","De Telegraaf","10-3-2021","MP","media_D66",1,0.5,2
"436","De Telegraaf","10-3-2021","MP","media_FvD",0,0,2
"437","De Telegraaf","10-3-2021","MP","media_GroenLinks",-1,-1,1
"438","De Telegraaf","10-3-2021","MP","media_PvdA",0,0,1
"439","De Telegraaf","10-3-2021","MP","media_VVD",-1,-1,1
"440","De Telegraaf","10-3-2021","REA","?realityUD?_campagne",-2,-1,2
"441","De Telegraaf","10-3-2021","REA","?realityUD?_klimaatMilieu",-1,-1,1
"442","De Telegraaf","10-3-2021","SF","?realitySF?_50Plus",-1,-1,1
"443","De Telegraaf","10-3-2021","SF","?realitySF?_D66",1,1,1
"444","De Telegraaf","10-3-2021","SF","?realitySF?_GroenLinks",-2,-1,2
"445","De Telegraaf","11-2-2021","CP","politics_GroenLinks",-1,-1,1
"446","De Telegraaf","11-2-2021","IP","party_integratie",2,1,2
"447","De Telegraaf","11-2-2021","IP","party_klimaatMilieu",1,1,1
"448","De Telegraaf","11-2-2021","IP","party_normenWaarden",-1,-1,1
"449","De Telegraaf","11-2-2021","MP","media_FvD",-2,-1,2
"450","De Telegraaf","11-2-2021","REA","?realityUD?_SocZek",-2,-1,2
"451","De Telegraaf","11-2-2021","REA","?realityUD?_integratie",1,1,1
"452","De Telegraaf","11-2-2021","REA","?realityUD?_klimaatMilieu",0,0,2
"453","De Telegraaf","11-2-2021","REA","?realityUD?_ondernemingsklimaat",2,1,2
"454","De Telegraaf","11-2-2021","SF","?realitySF?_FvD",-5,-0.714285714285714,7
"455","De Telegraaf","11-3-2021","CP","politics_GroenLinks",0,0,1
"456","De Telegraaf","11-3-2021","MP","media_50Plus",1,1,1
"457","De Telegraaf","11-3-2021","MP","media_CDA",-1,-1,1
"458","De Telegraaf","11-3-2021","REA","?realityUD?_bestrijdingCrim",-1,-1,1
"459","De Telegraaf","11-3-2021","REA","?realityUD?_coronabestrijding",1,0.333333333333333,3
"460","De Telegraaf","11-3-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"461","De Telegraaf","11-3-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"462","De Telegraaf","11-3-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"463","De Telegraaf","11-3-2021","SF","?realitySF?_50Plus",-2,-1,2
"464","De Telegraaf","11-3-2021","SF","?realitySF?_CDA",-1,-0.5,2
"465","De Telegraaf","11-3-2021","SF","?realitySF?_GroenLinks",-1,-1,1
"466","De Telegraaf","11-3-2021","SP","society_50Plus",-1,-1,1
"467","De Telegraaf","11-3-2021","SP","society_DENK",-2,-1,2
"468","De Telegraaf","11-3-2021","SP","society_PvdA",-1,-1,1
"469","De Telegraaf","12-2-2021","IP","party_SocZek",3,1,3
"470","De Telegraaf","12-2-2021","IP","party_geZorg",1,1,1
"471","De Telegraaf","12-2-2021","IP","party_klimaatMilieu",2,1,2
"472","De Telegraaf","12-2-2021","REA","?realityUD?_SocZek",-2,-0.25,8
"473","De Telegraaf","12-2-2021","REA","?realityUD?_campagne",1,1,1
"474","De Telegraaf","12-2-2021","REA","?realityUD?_geZorg",1,0.333333333333333,3
"475","De Telegraaf","12-2-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"476","De Telegraaf","12-2-2021","SF","?realitySF?_GroenLinks",0,0,1
"477","De Telegraaf","12-2-2021","SF","?realitySF?_PvdA",0,0,1
"478","De Telegraaf","12-2-2021","SP","society_D66",4,1,4
"479","De Telegraaf","12-3-2021","IP","party_campagne",1,1,1
"480","De Telegraaf","12-3-2021","IP","party_klimaatMilieu",0,0,1
"481","De Telegraaf","12-3-2021","MP","media_GroenLinks",0,0,1
"482","De Telegraaf","12-3-2021","MP","media_SP",2,1,2
"483","De Telegraaf","12-3-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"484","De Telegraaf","12-3-2021","REA","?realityUD?_ondernemingsklimaat",-2,-0.666666666666667,3
"485","De Telegraaf","12-3-2021","SF","?realitySF?_CDA",-1,-1,1
"486","De Telegraaf","13-2-2021","IP","party_OenW",2,1,2
"487","De Telegraaf","13-2-2021","IP","party_SocZek",2,1,2
"488","De Telegraaf","13-2-2021","IP","party_integratie",-2,-1,2
"489","De Telegraaf","13-2-2021","IP","party_normenWaarden",-2,-1,2
"490","De Telegraaf","13-2-2021","MP","media_FvD",-2,-1,2
"491","De Telegraaf","13-2-2021","REA","?realityUD?_OenW",2,1,2
"492","De Telegraaf","13-2-2021","REA","?realityUD?_SocZek",-4,-1,4
"493","De Telegraaf","13-2-2021","REA","?realityUD?_bestVernieuw",0,0,2
"494","De Telegraaf","13-2-2021","REA","?realityUD?_campagne",0,0,2
"495","De Telegraaf","13-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,2
"496","De Telegraaf","13-2-2021","SF","?realitySF?_50Plus",0,0,2
"497","De Telegraaf","13-2-2021","SF","?realitySF?_BIJ1",0,0,2
"498","De Telegraaf","13-2-2021","SF","?realitySF?_CDA",0,0,2
"499","De Telegraaf","13-2-2021","SF","?realitySF?_CU",0,0,4
"500","De Telegraaf","13-2-2021","SF","?realitySF?_CodeOranje",0,0,2
"501","De Telegraaf","13-2-2021","SF","?realitySF?_D66",2,0.5,4
"502","De Telegraaf","13-2-2021","SF","?realitySF?_DENK",0,0,2
"503","De Telegraaf","13-2-2021","SF","?realitySF?_FvD",0,0,2
"504","De Telegraaf","13-2-2021","SF","?realitySF?_GroenLinks",0,0,2
"505","De Telegraaf","13-2-2021","SF","?realitySF?_JA21",0,0,2
"506","De Telegraaf","13-2-2021","SF","?realitySF?_PVV",0,0,2
"507","De Telegraaf","13-2-2021","SF","?realitySF?_PvdA",0,0,2
"508","De Telegraaf","13-2-2021","SF","?realitySF?_PvdD",0,0,2
"509","De Telegraaf","13-2-2021","SF","?realitySF?_SGP",0,0,2
"510","De Telegraaf","13-2-2021","SF","?realitySF?_SP",0,0,2
"511","De Telegraaf","13-2-2021","SF","?realitySF?_VVD",0,0,4
"512","De Telegraaf","13-3-2021","IP","party_SocZek",-2,-1,2
"513","De Telegraaf","13-3-2021","IP","party_integratie",-1,-0.333333333333333,3
"514","De Telegraaf","13-3-2021","IP","party_issue",3,1,3
"515","De Telegraaf","13-3-2021","IP","party_ondernemingsklimaat",2,0.5,4
"516","De Telegraaf","13-3-2021","MP","media_CDA",0,0,2
"517","De Telegraaf","13-3-2021","MP","media_PVV",1,1,1
"518","De Telegraaf","13-3-2021","MP","media_VVD",-3,-0.5,6
"519","De Telegraaf","13-3-2021","REA","?realityUD?_begrotingssaldo",-1,-1,1
"520","De Telegraaf","13-3-2021","REA","?realityUD?_belastHeffing",-1,-1,1
"521","De Telegraaf","13-3-2021","REA","?realityUD?_campagne",0,0,2
"522","De Telegraaf","13-3-2021","REA","?realityUD?_ondernemingsklimaat",3,1,3
"523","De Telegraaf","13-3-2021","SF","?realitySF?_CDA",-1,-1,1
"524","De Telegraaf","13-3-2021","SF","?realitySF?_D66",2,0.5,4
"525","De Telegraaf","13-3-2021","SF","?realitySF?_FvD",0,0,3
"526","De Telegraaf","13-3-2021","SF","?realitySF?_JA21",0,0,1
"527","De Telegraaf","13-3-2021","SF","?realitySF?_PVV",1,1,1
"528","De Telegraaf","13-3-2021","SF","?realitySF?_VVD",0,0,2
"529","De Telegraaf","13-3-2021","SP","society_FvD",1,1,1
"530","De Telegraaf","13-3-2021","SP","society_GroenLinks",-3,-1,3
"531","De Telegraaf","13-3-2021","SP","society_PVV",1,1,1
"532","De Telegraaf","13-3-2021","SP","society_VVD",-1,-1,1
"533","De Telegraaf","15-2-2021","SF","?realitySF?_FvD",-2,-1,2
"534","De Telegraaf","15-2-2021","SF","?realitySF?_PVV",-8,-1,8
"535","De Telegraaf","15-3-2021","IP","party_SocZek",-2,-1,2
"536","De Telegraaf","15-3-2021","IP","party_normenWaarden",-1,-1,1
"537","De Telegraaf","15-3-2021","REA","?realityUD?_campagne",3,0.428571428571429,7
"538","De Telegraaf","15-3-2021","REA","?realityUD?_coronabestrijding",0,0,1
"539","De Telegraaf","15-3-2021","REA","?realityUD?_werk",-1,-1,1
"540","De Telegraaf","15-3-2021","SF","?realitySF?_GroenLinks",1,1,1
"541","De Telegraaf","15-3-2021","SF","?realitySF?_PVV",2,1,2
"542","De Telegraaf","15-3-2021","SF","?realitySF?_SP",1,1,1
"543","De Telegraaf","15-3-2021","SF","?realitySF?_VVD",2,1,2
"544","De Telegraaf","15-3-2021","SP","society_FvD",-1,-1,1
"545","De Telegraaf","16-2-2021","IP","party_integratie",-2,-1,2
"546","De Telegraaf","16-2-2021","IP","party_woning",2,1,2
"547","De Telegraaf","16-2-2021","MP","media_VVD",0,0,2
"548","De Telegraaf","16-2-2021","REA","?realityUD?_coronabestrijding",-2,-1,2
"549","De Telegraaf","16-2-2021","REA","?realityUD?_vrijheidsrechten",2,1,2
"550","De Telegraaf","16-2-2021","SF","?realitySF?_CDA",0,0,2
"551","De Telegraaf","16-2-2021","SF","?realitySF?_D66",0,0,2
"552","De Telegraaf","16-2-2021","SF","?realitySF?_GroenLinks",0,0,2
"553","De Telegraaf","16-2-2021","SF","?realitySF?_PVV",-2,-1,2
"554","De Telegraaf","16-2-2021","SF","?realitySF?_PvdD",0,0,2
"555","De Telegraaf","16-2-2021","SF","?realitySF?_VVD",0,0,2
"556","De Telegraaf","16-3-2021","IP","party_SocZek",-1,-1,1
"557","De Telegraaf","16-3-2021","IP","party_klimaatMilieu",4,1,4
"558","De Telegraaf","16-3-2021","IP","party_woning",-2,-1,2
"559","De Telegraaf","16-3-2021","MP","media_CDA",-1,-0.5,2
"560","De Telegraaf","16-3-2021","MP","media_FvD",-1,-1,1
"561","De Telegraaf","16-3-2021","MP","media_PVV",-1,-1,1
"562","De Telegraaf","16-3-2021","REA","?realityUD?_bestVernieuw",-1,-1,1
"563","De Telegraaf","16-3-2021","REA","?realityUD?_bestrijdingCrim",-1,-1,1
"564","De Telegraaf","16-3-2021","REA","?realityUD?_campagne",-1,-0.166666666666667,6
"565","De Telegraaf","16-3-2021","REA","?realityUD?_infrastructuur",-1,-1,1
"566","De Telegraaf","16-3-2021","REA","?realityUD?_klimaatMilieu",3,1,3
"567","De Telegraaf","16-3-2021","SF","?realitySF?_CDA",-4,-1,4
"568","De Telegraaf","16-3-2021","SF","?realitySF?_FvD",-1,-1,1
"569","De Telegraaf","16-3-2021","SF","?realitySF?_PVV",-1,-1,1
"570","De Telegraaf","16-3-2021","SF","?realitySF?_VVD",0,0,1
"571","De Telegraaf","16-3-2021","SP","society_D66",-1,-1,1
"572","De Telegraaf","17-2-2021","CP","politics_PVV",-1,-1,1
"573","De Telegraaf","17-2-2021","IP","party_coronabestrijding",2,1,2
"574","De Telegraaf","17-2-2021","IP","party_coronaverspreiding",2,1,2
"575","De Telegraaf","17-2-2021","IP","party_infrastructuur",1,1,1
"576","De Telegraaf","17-2-2021","REA","?realityUD?_OenW",2,1,2
"577","De Telegraaf","17-2-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"578","De Telegraaf","17-2-2021","SF","?realitySF?_CDA",-2,-1,2
"579","De Telegraaf","17-2-2021","SP","society_PVV",-1,-1,1
"580","De Telegraaf","17-2-2021","SP","society_VVD",-2,-1,2
"581","De Telegraaf","18-2-2021","IP","party_coronabestrijding",2,1,2
"582","De Telegraaf","18-2-2021","REA","?realityUD?_woning",4,1,4
"583","De Telegraaf","18-2-2021","SF","?realitySF?_JA21",-2,-1,2
"584","De Telegraaf","18-2-2021","SP","society_VOLT",2,1,2
"585","De Telegraaf","19-2-2021","IP","party_coronabestrijding",1,1,1
"586","De Telegraaf","19-2-2021","REA","?realityUD?_OenW",2,1,2
"587","De Telegraaf","19-2-2021","REA","?realityUD?_coronabestrijding",3,1,3
"588","De Telegraaf","19-2-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"589","De Telegraaf","19-2-2021","REA","?realityUD?_klimaatMilieu",-2,-1,2
"590","De Telegraaf","19-2-2021","SF","?realitySF?_FvD",-1,-1,1
"591","De Telegraaf","19-2-2021","SP","society_FvD",1,1,1
"592","De Telegraaf","2-2-2021","IP","party_SocZek",-1,-1,1
"593","De Telegraaf","2-2-2021","IP","party_belastHeffing",-1,-1,1
"594","De Telegraaf","2-2-2021","IP","party_coronabestrijding",-1,-1,1
"595","De Telegraaf","2-2-2021","IP","party_klimaatMilieu",-2,-1,2
"596","De Telegraaf","2-2-2021","IP","party_woning",0,0,4
"597","De Telegraaf","2-2-2021","MP","media_SP",-1,-1,1
"598","De Telegraaf","2-2-2021","REA","?realityUD?_SocZek",-1,-1,1
"599","De Telegraaf","2-2-2021","REA","?realityUD?_bestrijdingCrim",1,1,1
"600","De Telegraaf","2-2-2021","REA","?realityUD?_campagne",1,1,1
"601","De Telegraaf","2-2-2021","REA","?realityUD?_coronabestrijding",2,0.666666666666667,3
"602","De Telegraaf","2-2-2021","REA","?realityUD?_klimaatMilieu",-2,-1,2
"603","De Telegraaf","2-2-2021","REA","?realityUD?_woning",-2,-0.5,4
"604","De Telegraaf","2-2-2021","SF","?realitySF?_CDA",1,1,1
"605","De Telegraaf","2-2-2021","SF","?realitySF?_D66",-1,-1,1
"606","De Telegraaf","2-2-2021","SF","?realitySF?_PVV",1,1,1
"607","De Telegraaf","2-2-2021","SF","?realitySF?_SP",0,0,1
"608","De Telegraaf","2-2-2021","SF","?realitySF?_VVD",0,0,1
"609","De Telegraaf","2-2-2021","SP","society_SP",1,1,1
"610","De Telegraaf","2-3-2021","IP","party_OenW",7,1,7
"611","De Telegraaf","2-3-2021","IP","party_SocZek",1,1,1
"612","De Telegraaf","2-3-2021","IP","party_coronabestrijding",-1,-0.5,2
"613","De Telegraaf","2-3-2021","IP","party_ondernemingsklimaat",-4,-1,4
"614","De Telegraaf","2-3-2021","IP","party_werk",0,0,2
"615","De Telegraaf","2-3-2021","REA","?realityUD?_SocZek",2,1,2
"616","De Telegraaf","2-3-2021","REA","?realityUD?_coronabestrijding",1,0.5,2
"617","De Telegraaf","2-3-2021","REA","?realityUD?_geZorg",1,1,1
"618","De Telegraaf","2-3-2021","REA","?realityUD?_ondernemingsklimaat",-2,-1,2
"619","De Telegraaf","2-3-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"620","De Telegraaf","2-3-2021","REA","?realityUD?_woning",-1,-1,1
"621","De Telegraaf","2-3-2021","SF","?realitySF?_CDA",0,0,2
"622","De Telegraaf","2-3-2021","SF","?realitySF?_CU",0,0,2
"623","De Telegraaf","2-3-2021","SF","?realitySF?_D66",1,0.5,2
"624","De Telegraaf","2-3-2021","SF","?realitySF?_FvD",-1,-1,1
"625","De Telegraaf","2-3-2021","SF","?realitySF?_GroenLinks",0,0,1
"626","De Telegraaf","2-3-2021","SF","?realitySF?_PvdA",0,0,1
"627","De Telegraaf","2-3-2021","SF","?realitySF?_SGP",0,0,2
"628","De Telegraaf","2-3-2021","SF","?realitySF?_SP",0,0,1
"629","De Telegraaf","20-2-2021","IP","party_SocZek",1,1,1
"630","De Telegraaf","20-2-2021","IP","party_klimaatMilieu",1,1,1
"631","De Telegraaf","20-2-2021","IP","party_vrijheidsrechten",-2,-1,2
"632","De Telegraaf","20-2-2021","MP","media_CDA",-1,-1,1
"633","De Telegraaf","20-2-2021","MP","media_NIDA",0,0,2
"634","De Telegraaf","20-2-2021","REA","?realityUD?_infrastructuur",0,0,1
"635","De Telegraaf","20-2-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"636","De Telegraaf","20-2-2021","REA","?realityUD?_woning",1,1,1
"637","De Telegraaf","20-2-2021","SF","?realitySF?_CDA",-1,-0.5,2
"638","De Telegraaf","20-2-2021","SF","?realitySF?_D66",-1,-1,1
"639","De Telegraaf","20-2-2021","SF","?realitySF?_NIDA",0,0,1
"640","De Telegraaf","20-2-2021","SF","?realitySF?_PvdA",2,1,2
"641","De Telegraaf","20-2-2021","SF","?realitySF?_VVD",-2,-0.666666666666667,3
"642","De Telegraaf","22-2-2021","IP","party_coronabestrijding",2,1,2
"643","De Telegraaf","22-2-2021","MP","media_VVD",2,0.5,4
"644","De Telegraaf","22-2-2021","REA","?realityUD?_campagne",0,0,4
"645","De Telegraaf","22-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,2
"646","De Telegraaf","22-2-2021","REA","?realityUD?_woning",2,0.5,4
